last_name,first_name,middle_initial,birth_date,gender,hire_date,initial_level,employment_type
Williams,Ryan,G,1977-02-07,F,2014-03-11,5,FT
Jones,Ryan,R,1991-08-10,X,2010-05-20,3,PT
Brown,Ryan,A,1960-10-27,F,2021-07-16,2,FT
Davis,Ryan,Z,1981-01-10,F,2017-04-23,2,PT
Miller,Ryan,U,1981-01-10,F,2017-05-04,4,PT
Hall,Ryan,U,1991-05-24,X,2008-03-20,5,PT
Allen,Ryan,L,1961-10-16,X,2015-08-05,2,FT
Young,Ryan,K,1950-10-08,X,2007-10-15,2,PT
Hernandez,Ryan,B,1976-01-27,F,2000-07-23,1,FT
King,Ryan,H,1994-09-02,M,2001-01-05,4,PT
Wright,Ryan,V,1977-05-19,X,2017-04-19,2,PT
Lopez,Ryan,W,1952-12-28,F,2020-08-13,2,PT
Stewart,Ryan,G,1958-12-09,M,2003-06-14,3,PT
Price,Ryan,X,1957-05-04,X,2015-01-18,2,PT
Bennett,Ryan,D,1993-11-12,F,2018-07-14,3,FT
Wood,Ryan,E,1968-10-03,M,2013-04-05,2,FT
Henderson,Ryan,T,1962-05-31,X,2005-03-22,5,FT
Anderson,Ryan,F,1974-06-02,X,2010-03-07,2,PT
Smith,Cameron,W,1959-09-13,F,2002-08-09,1,PT
Johnson,Cameron,H,1959-12-27,X,2021-11-10,3,FT
Williams,Cameron,H,1984-05-13,X,2007-08-28,3,PT
Jones,Cameron,O,1965-05-29,X,2019-12-13,3,FT
Brown,Cameron,G,1974-10-22,F,2009-01-25,1,FT
Davis,Cameron,S,1989-03-30,F,2013-12-27,1,PT
Miller,Cameron,U,1988-10-02,F,2005-02-01,1,FT
Hall,Cameron,L,1980-04-27,M,2018-12-07,5,PT
Allen,Cameron,J,1988-02-28,F,2009-11-21,5,FT
Young,Cameron,I,1974-06-18,M,2013-10-09,3,FT
Hernandez,Cameron,H,1969-08-17,F,2010-05-11,1,PT
King,Cameron,R,1966-04-18,X,2020-04-12,1,PT
Wright,Cameron,V,1955-02-01,M,2007-06-20,5,PT
Lopez,Cameron,P,1985-04-13,F,2004-09-23,3,PT
Stewart,Cameron,W,1996-10-04,X,2002-05-04,1,PT
Price,Cameron,G,1992-10-16,M,2021-04-22,3,FT
Bennett,Cameron,G,1977-03-10,X,2000-05-06,2,FT
Wood,Cameron,V,1969-06-20,F,2014-09-16,1,FT
Henderson,Cameron,Y,1993-11-10,M,2017-03-27,4,PT
Anderson,Cameron,U,1998-06-19,X,2015-12-22,3,FT
Smith,Charlie,U,2000-05-29,F,2002-09-17,3,FT
Johnson,Charlie,Y,1968-12-08,X,2010-04-25,3,FT
Williams,Charlie,A,1981-12-15,X,2005-04-13,2,FT
Jones,Charlie,K,1973-05-02,F,2010-11-13,2,PT
Brown,Charlie,A,1959-01-02,X,2008-01-10,3,FT
Davis,Charlie,E,1969-02-02,X,2016-01-05,2,FT
Miller,Charlie,H,1975-04-25,F,2002-02-18,5,FT
Hall,Charlie,F,1976-06-28,F,2016-04-01,1,PT
Allen,Charlie,W,1986-04-17,X,2019-04-01,4,FT
Young,Charlie,F,1950-08-25,X,2021-02-24,2,PT
Hernandez,Charlie,X,1986-01-17,F,2015-06-08,3,PT
King,Charlie,O,1976-08-19,M,2007-07-28,3,FT
Wright,Charlie,A,1971-11-14,X,2011-06-12,4,FT
Lopez,Charlie,D,1982-12-06,M,2017-03-09,5,FT
Stewart,Charlie,N,1967-04-18,F,2007-11-22,3,FT
Price,Charlie,L,1995-12-04,F,2015-06-05,2,PT
Bennett,Charlie,S,1969-11-08,X,2001-07-02,3,FT
Wood,Charlie,G,1968-07-17,M,2003-08-06,2,PT
Henderson,Charlie,Y,1986-04-16,X,2015-07-09,1,FT
Anderson,Charlie,V,1991-04-10,X,2000-09-15,3,FT
Smith,Ezra,Z,1998-02-16,M,2006-05-21,4,PT
Johnson,Ezra,Y,1953-10-16,M,2003-12-19,1,FT
Williams,Ezra,J,1984-07-27,X,2021-11-26,5,FT
Jones,Ezra,H,1950-12-25,X,2010-10-30,1,FT
Brown,Ezra,A,1959-01-02,F,2019-11-03,4,FT
Davis,Ezra,U,1985-01-27,X,2017-10-15,4,PT
Miller,Ezra,G,1976-10-23,M,2018-09-23,5,PT
Hall,Ezra,A,1951-09-23,F,2017-09-26,3,PT
Allen,Ezra,A,1970-01-14,X,2008-07-24,2,FT
Young,Ezra,R,1960-04-29,X,2016-12-21,4,FT
Hernandez,Ezra,U,1980-03-14,M,2013-09-07,1,FT
King,Ezra,I,1983-08-01,X,2018-12-31,1,PT
Wright,Ezra,L,1994-01-15,F,2001-08-05,2,FT
Lopez,Ezra,X,1966-12-18,M,2009-09-06,2,PT
Stewart,Ezra,E,1950-04-30,X,2001-02-02,2,PT
Price,Ezra,X,1973-03-26,M,2018-02-16,2,PT
Bennett,Ezra,W,1980-05-20,M,2020-10-16,1,PT
Wood,Ezra,N,1954-09-11,X,2002-08-22,3,PT
Henderson,Ezra,Y,1972-10-11,F,2008-10-16,4,PT
Anderson,Ezra,R,1957-05-12,F,2007-06-03,5,PT
Smith,Blair,L,1986-07-27,F,2012-06-11,4,PT
Johnson,Blair,O,1991-02-15,F,2018-03-29,4,PT
Williams,Blair,K,1982-02-26,X,2013-11-01,5,PT
Jones,Blair,Z,1960-10-08,X,2004-04-18,4,PT
Brown,Blair,L,1950-07-17,F,2012-12-08,3,PT
Davis,Blair,F,1963-02-08,M,2015-10-17,2,PT
Miller,Blair,Z,1966-06-22,F,2002-08-23,1,FT
Hall,Blair,W,1965-09-22,X,2019-11-16,3,FT
Allen,Blair,H,1955-01-04,F,2007-05-23,3,PT
Young,Blair,M,1965-07-15,F,2001-09-29,4,FT
Hernandez,Blair,U,1963-12-28,M,2014-08-09,2,PT
King,Blair,C,1954-08-23,M,2017-01-17,2,PT
Wright,Blair,M,1973-01-23,F,2010-01-17,3,FT
Lopez,Blair,R,1971-07-22,M,2016-05-04,1,PT
Stewart,Blair,L,1995-09-13,X,2017-11-18,2,PT
Price,Blair,J,1982-08-13,F,2019-01-31,2,PT
Bennett,Blair,W,1961-05-20,X,2021-06-16,3,PT
Wood,Blair,C,1996-01-11,F,2000-02-15,2,PT
Henderson,Blair,Z,1968-11-28,M,2001-06-10,1,FT
Anderson,Blair,V,1962-09-24,F,2009-10-27,3,PT
Smith,Casey,K,1965-02-24,X,2021-02-12,2,PT
Johnson,Casey,N,1971-09-16,M,2005-11-22,5,PT
Williams,Casey,A,1984-12-11,M,2020-12-28,2,PT
Jones,Casey,G,1963-08-15,M,2020-07-05,2,PT
Brown,Casey,W,1974-11-29,F,2004-08-11,4,FT
Davis,Casey,U,1958-06-29,F,2006-10-19,2,PT
Miller,Casey,Z,1983-10-06,F,2015-05-24,5,FT
Hall,Casey,E,1997-04-10,X,2016-04-08,3,PT
Allen,Casey,F,1982-10-01,X,2006-03-21,2,PT
Young,Casey,Q,1976-02-18,M,2015-02-22,3,PT
Hernandez,Casey,G,1996-03-11,X,2009-12-31,5,PT
King,Casey,H,1996-02-10,F,2014-07-05,2,FT
Wright,Casey,Y,1990-03-16,X,2001-07-09,5,PT
Lopez,Casey,P,1984-08-31,X,2002-03-20,3,FT
Stewart,Casey,P,1980-10-09,M,2009-06-11,4,FT
Price,Casey,T,1998-11-17,F,2017-04-07,2,PT
Bennett,Casey,T,1953-04-27,X,2004-06-06,1,PT
Wood,Casey,T,1974-10-06,X,2020-07-13,5,PT
Henderson,Casey,Y,1967-07-17,X,2013-02-08,1,PT
Anderson,Casey,W,1991-07-14,X,2008-03-21,2,FT
Smith,Dallas,C,2000-07-31,M,2013-02-22,3,FT
Johnson,Dallas,F,1988-11-17,M,2012-05-17,1,PT
Williams,Dallas,L,1967-02-22,M,2004-01-03,5,PT
Jones,Dallas,O,1964-07-14,X,2021-11-18,1,FT
Brown,Dallas,R,1958-08-14,F,2019-12-20,2,FT
Davis,Dallas,N,1955-01-31,M,2008-05-26,4,FT
Miller,Dallas,D,1993-09-21,X,2014-07-20,3,PT
Hall,Dallas,H,1981-09-22,M,2018-08-11,4,FT
Allen,Dallas,T,1952-05-03,F,2006-11-24,4,FT
Young,Dallas,Q,2000-03-01,X,2004-09-24,4,FT
Hernandez,Dallas,V,1958-11-22,X,2014-06-16,1,FT
King,Dallas,W,1958-11-09,F,2007-10-08,5,PT
Wright,Dallas,C,1974-12-14,F,2003-09-05,2,PT
Lopez,Dallas,Q,1982-04-19,F,2019-01-01,4,FT
Stewart,Dallas,Z,1969-07-14,X,2005-07-30,2,FT
Price,Dallas,R,1964-02-15,X,2013-09-02,5,FT
Bennett,Dallas,I,1994-02-16,F,2002-03-14,2,PT
Wood,Dallas,C,1957-10-22,F,2017-10-07,2,PT
Henderson,Dallas,U,1956-09-28,M,2012-01-28,3,FT
Anderson,Dallas,D,1974-03-08,M,2012-11-17,4,FT
Smith,Dana,O,1960-04-26,M,2011-09-02,2,PT
Johnson,Dana,O,1966-07-23,M,2010-11-18,3,FT
Williams,Dana,W,2000-08-24,F,2016-02-13,4,PT
Jones,Dana,V,2000-08-09,X,2011-05-01,4,FT
Brown,Dana,T,1955-04-08,M,2001-04-04,1,PT
Davis,Dana,S,1979-06-16,F,2018-01-03,1,PT
Miller,Dana,K,1980-11-05,M,2008-09-13,3,PT
Hall,Dana,G,1955-04-17,F,2012-09-27,3,PT
Allen,Dana,Z,1988-04-12,M,2002-10-27,4,PT
Young,Dana,U,1961-10-12,M,2003-07-04,3,FT
Hernandez,Dana,M,1964-08-23,M,2002-12-22,2,PT
King,Dana,L,1964-07-25,X,2010-12-29,2,FT
Wright,Dana,Y,1961-04-25,F,2002-12-15,1,PT
Lopez,Dana,Y,1999-07-15,F,2002-03-28,5,PT
Stewart,Dana,K,1980-12-18,M,2004-06-18,2,FT
Price,Dana,E,1968-10-02,F,2017-09-24,4,PT
Bennett,Dana,S,1973-04-30,M,2020-09-26,4,PT
Wood,Dana,G,1992-06-12,F,2009-04-07,3,FT
Henderson,Dana,A,1973-10-10,M,2000-03-31,5,PT
Anderson,Dana,L,1997-09-25,X,2010-04-01,3,FT
Smith,Carey,A,1950-06-28,M,2020-11-28,1,FT
Johnson,Carey,Q,1976-03-20,M,2010-11-26,2,FT
Williams,Carey,X,1965-10-17,F,2011-11-13,5,FT
Jones,Carey,H,1986-05-09,F,2002-12-20,2,PT
Brown,Carey,F,1987-09-12,X,2011-12-13,4,FT
Davis,Carey,J,1986-08-28,F,2010-11-18,5,FT
Miller,Carey,U,1958-09-22,X,2019-12-03,1,FT
Hall,Carey,P,1988-05-15,X,2003-04-01,3,FT
Allen,Carey,T,1988-11-06,F,2014-10-16,1,FT
Young,Carey,N,1976-11-05,M,2003-04-25,3,PT
Hernandez,Carey,J,1987-05-21,X,2001-11-29,4,PT
King,Carey,X,1954-12-05,F,2004-01-28,5,PT
Wright,Carey,M,1967-07-26,X,2018-03-19,3,PT
Lopez,Carey,Z,1983-10-29,M,2020-05-13,4,FT
Stewart,Carey,X,1960-03-27,F,2004-10-08,1,FT
Price,Carey,C,1978-11-27,F,2002-09-05,5,PT
Bennett,Carey,S,1974-05-05,F,2004-06-08,3,FT
Wood,Carey,T,1959-04-16,F,2016-11-19,5,PT
Henderson,Carey,T,1967-12-26,M,2006-07-22,3,PT
Anderson,Carey,R,2000-02-26,F,2016-04-03,1,PT
Smith,Jamie,E,1974-10-25,F,2003-05-03,1,FT
Johnson,Jamie,B,1998-03-29,F,2001-09-14,4,FT
Williams,Jamie,X,1985-08-16,F,2001-04-07,4,PT
Jones,Jamie,F,1956-02-09,M,2010-02-02,2,PT
Brown,Jamie,D,1975-09-11,F,2017-09-15,2,PT
Davis,Jamie,H,1997-04-07,X,2019-01-10,3,PT
Miller,Jamie,A,1950-09-09,M,2009-06-15,3,FT
Hall,Jamie,Z,1972-01-13,F,2004-09-27,1,FT
Allen,Jamie,L,1962-04-24,F,2015-05-11,5,PT
Young,Jamie,Z,2000-05-10,X,2005-06-24,1,PT
Hernandez,Jamie,D,1990-12-23,F,2016-10-27,3,PT
King,Jamie,H,1982-10-04,M,2017-05-30,3,PT
Wright,Jamie,W,1953-12-23,F,2016-04-15,2,PT
Lopez,Jamie,L,1971-06-16,X,2015-04-04,5,PT
Stewart,Jamie,E,1982-10-15,M,2016-10-16,1,PT
Price,Jamie,P,1953-12-25,M,2021-11-29,4,PT
Bennett,Jamie,E,1975-07-07,F,2011-04-18,3,FT
Wood,Jamie,V,1973-04-14,F,2018-01-14,3,FT
Henderson,Jamie,D,1965-06-25,F,2009-02-25,3,PT
Anderson,Jamie,O,1998-05-25,X,2017-08-19,4,FT
Smith,Hayden,Y,1952-12-23,X,2008-09-29,1,PT
Johnson,Hayden,Q,1955-02-01,X,2014-02-05,5,FT
Williams,Hayden,T,1977-02-28,F,2005-01-19,2,PT
Jones,Hayden,X,1989-10-27,X,2016-02-14,3,FT
Brown,Hayden,F,1956-10-15,F,2008-02-01,3,FT
Davis,Hayden,T,1954-08-18,M,2006-11-09,2,PT
Miller,Hayden,H,1998-04-26,X,2017-12-17,1,FT
Hall,Hayden,K,1959-11-23,X,2018-01-27,2,PT
Allen,Hayden,S,1970-10-08,X,2000-07-28,4,FT
Young,Hayden,C,1954-08-13,X,2008-01-15,4,PT
Hernandez,Hayden,P,1969-09-06,F,2015-08-09,5,PT
King,Hayden,A,1981-09-01,X,2002-08-23,3,PT
Wright,Hayden,J,1991-07-19,X,2009-01-11,1,PT
Lopez,Hayden,J,1975-05-10,M,2015-05-01,3,FT
Stewart,Hayden,O,1988-10-30,M,2005-07-28,4,FT
Price,Hayden,Y,1963-09-17,X,2001-09-02,2,PT
Bennett,Hayden,Q,1987-06-11,M,2010-09-16,4,FT
Wood,Hayden,Z,1959-01-28,X,2016-01-11,1,FT
Henderson,Hayden,J,1999-12-26,M,2005-08-01,2,FT
Anderson,Hayden,I,1984-05-08,X,2010-05-31,3,FT
Smith,Kai,K,2000-03-30,X,2011-01-21,1,FT
Johnson,Kai,R,1967-12-07,M,2008-12-29,5,PT
Williams,Kai,U,2000-09-29,X,2018-07-20,3,FT
Jones,Kai,X,1992-08-08,M,2001-10-12,3,FT
Brown,Kai,Z,1965-08-07,X,2005-04-13,1,FT
Davis,Kai,B,1990-07-17,X,2001-07-06,5,PT
Miller,Kai,L,1960-11-18,F,2016-10-03,4,FT
Hall,Kai,M,1982-07-17,M,2005-08-06,5,FT
Allen,Kai,P,1959-05-17,M,2015-11-25,2,PT
Young,Kai,D,1962-05-10,X,2020-12-15,4,PT
Hernandez,Kai,B,1965-11-30,M,2005-05-31,2,PT
King,Kai,U,1995-04-24,M,2016-02-06,3,PT
Wright,Kai,N,1994-07-25,M,2015-12-09,1,FT
Lopez,Kai,Q,1971-06-30,M,2009-07-07,1,PT
Stewart,Kai,Y,2000-07-31,M,2009-07-29,2,FT
Price,Kai,Y,1993-06-29,M,2002-01-28,2,PT
Bennett,Kai,Y,1965-04-09,M,2021-12-03,4,FT
Wood,Kai,L,1999-06-21,F,2003-07-12,4,PT
Henderson,Kai,L,1975-11-26,X,2003-07-31,3,FT
Anderson,Kai,T,1991-04-07,M,2013-09-28,4,PT
Smith,Ash,Z,1956-04-16,M,2002-07-03,4,PT
Johnson,Ash,W,1994-01-06,F,2021-05-03,3,FT
Williams,Ash,Y,1988-09-20,M,2015-10-13,2,FT
Jones,Ash,W,1989-03-29,M,2001-07-17,5,PT
Brown,Ash,W,1957-09-05,F,2000-07-16,1,FT
Davis,Ash,J,1980-11-03,X,2009-07-27,4,FT
Miller,Ash,T,1951-08-29,M,2016-02-27,5,FT
Hall,Ash,Z,1964-11-06,M,2007-05-11,3,FT
Allen,Ash,W,1970-10-09,X,2018-08-25,4,PT
Young,Ash,H,1986-10-10,M,2004-09-25,1,PT
Hernandez,Ash,L,1971-04-13,F,2001-05-20,1,FT
King,Ash,D,1979-10-29,X,2017-09-29,4,PT
Wright,Ash,O,1973-02-25,M,2021-05-18,4,PT
Lopez,Ash,X,1970-08-16,F,2018-07-22,5,FT
Stewart,Ash,H,1990-11-12,F,2011-01-09,2,PT
Price,Ash,W,1992-02-23,F,2009-08-22,1,PT
Bennett,Ash,M,1954-05-09,F,2019-08-26,2,FT
Wood,Ash,I,1991-03-05,F,2013-08-09,2,PT
Henderson,Ash,Z,1997-07-27,X,2009-12-21,2,PT
Anderson,Ash,W,1957-01-11,X,2021-07-18,4,FT
Smith,Riley,Z,1985-12-10,F,2012-01-14,4,FT
Johnson,Riley,W,1992-02-20,X,2005-12-31,5,PT
Williams,Riley,Q,1951-06-05,X,2001-12-06,1,FT
Jones,Riley,K,1958-03-10,X,2002-04-20,2,FT
Brown,Riley,Z,1997-10-03,X,2007-06-17,3,FT
Davis,Riley,E,1999-12-10,F,2017-10-02,5,FT
Miller,Riley,P,1977-04-01,X,2017-06-27,1,FT
Hall,Riley,Y,1996-12-29,X,2013-05-08,5,FT
Allen,Riley,L,1992-10-01,M,2002-10-31,1,FT
Young,Riley,S,1952-10-15,F,2014-09-18,1,FT
Hernandez,Riley,F,1989-11-14,X,2011-06-19,3,FT
King,Riley,U,1961-11-28,X,2016-11-05,4,PT
Wright,Riley,T,1958-02-28,M,2012-10-11,1,PT
Lopez,Riley,P,1992-11-19,F,2005-08-16,1,FT
Stewart,Riley,P,1997-09-20,F,2000-10-10,2,PT
Price,Riley,N,1962-09-25,X,2007-02-05,2,FT
Bennett,Riley,B,1967-05-25,X,2018-10-06,1,FT
Wood,Riley,M,1993-03-07,X,2017-09-13,1,PT
Henderson,Riley,T,1958-05-16,M,2004-02-25,5,PT
Anderson,Riley,B,1975-05-05,X,2012-09-23,1,FT
Smith,Rowan,R,1957-08-09,F,2013-06-07,2,FT
Johnson,Rowan,W,1987-04-04,F,2002-02-15,2,FT
Williams,Rowan,W,1963-12-11,F,2016-04-27,2,FT
Jones,Rowan,D,1986-11-06,M,2012-05-16,4,FT
Brown,Rowan,J,1981-08-03,F,2014-07-05,1,PT
Davis,Rowan,N,1962-08-14,X,2000-09-04,5,FT
Miller,Rowan,D,1997-12-17,X,2004-07-19,3,FT
Hall,Rowan,O,1972-06-25,F,2007-07-19,2,FT
Allen,Rowan,X,1960-04-18,X,2002-12-04,4,PT
Young,Rowan,R,1958-02-10,X,2011-02-12,4,PT
Hernandez,Rowan,P,1956-09-18,F,2014-07-18,2,PT
King,Rowan,H,1991-11-16,F,2009-08-31,3,FT
Wright,Rowan,Z,1959-01-11,X,2001-09-03,2,PT
Lopez,Rowan,K,1953-07-02,F,2003-09-19,5,PT
Stewart,Rowan,R,1992-07-02,F,2002-01-13,4,PT
Price,Rowan,X,1995-10-22,F,2006-05-25,2,FT
Bennett,Rowan,D,1981-03-23,X,2018-06-04,3,PT
Wood,Rowan,O,1991-05-31,M,2006-02-07,4,PT
Henderson,Rowan,N,1985-11-18,M,2017-06-14,5,PT
Anderson,Rowan,Z,1954-03-23,X,2009-02-20,2,FT
Smith,Sawyer,F,1979-02-04,F,2014-05-25,5,FT
Johnson,Sawyer,D,1960-08-12,X,2007-09-09,3,FT
Williams,Sawyer,X,1977-08-07,X,2014-02-14,5,FT
Jones,Sawyer,U,1960-02-09,F,2016-07-22,4,FT
Brown,Sawyer,S,1990-08-12,X,2018-07-09,2,FT
Davis,Sawyer,N,1969-04-04,F,2006-07-03,3,FT
Miller,Sawyer,S,1959-02-18,X,2015-08-06,1,PT
Hall,Sawyer,T,1998-05-15,M,2003-04-26,5,FT
Allen,Sawyer,H,1967-05-28,F,2006-01-24,1,PT
Young,Sawyer,T,1990-03-02,M,2015-08-31,1,PT
Hernandez,Sawyer,Z,1953-08-27,F,2018-11-12,1,FT
King,Sawyer,W,1986-05-22,M,2020-07-30,1,PT
Wright,Sawyer,Z,1980-04-20,X,2017-08-15,3,FT
Lopez,Sawyer,G,1953-05-17,X,2019-09-13,3,FT
Stewart,Sawyer,C,1968-06-15,F,2017-03-19,3,PT
Price,Sawyer,Y,1956-10-30,F,2004-05-09,4,FT
Bennett,Sawyer,T,1971-03-11,M,2018-11-18,2,PT
Wood,Sawyer,I,1980-06-07,X,2001-05-14,4,FT
Henderson,Sawyer,P,1953-03-25,M,2008-12-02,3,FT
Anderson,Sawyer,Q,1984-06-13,F,2019-05-09,1,PT
